ID_Piece,NumeroLot,DateProduction,Machine,Materiau,Poste,Equipe,Fournisseur,Diametre_mm,Longueur_mm,Epaisseur_mm,Masse_g,Rugosite_um,Circularite_um,Temperature_C,Vibration_RMS_mm_s,Vibration_Pic_mm_s,NiveauAcoustique_dB,FrequenceDominante_Hz,AmplitudeUltrason_dB,TempsVolUltrason_us,Durete_HV,Conductivite_MS_m,Humidite_pct,Defectueuse
AERO-001110,LOT-2512-0223,04-déc-2025 01:25:00,M05,AL7075,CONTROLE,MATIN,FOUR_D,50.19,124.715,7.944,298.491,1.186,NaN,49.099,3.542,7.611,71.565,424.64,78.323,14.3893,NaN,18.73,43.74,1
AERO-001111,LOT-2511-0204,21-nov-2025 02:52:00,M01,INCONEL718,USINAGE,NUIT,FOUR_D,49.989,124.784,8.081,329.724,1.256,16.674,36.477,1.512,5.214,69.298,405.38,75.496,14.6053,260.365,19.698,49.26,0
AERO-001112,LOT-2601-0093,20-janv-2026 02:35:00,M06,TI6AL4V,CONTROLE,SOIR,FOUR_C,50.073,124.884,7.994,318.625,2.485,20.09,36.689,2.535,6.147,71.247,479.94,76.072,14.4203,235.041,16.764,49.77,1
AERO-001113,LOT-2507-0155,08-juil-2025 21:31:00,M01,AL7075,USINAGE,SOIR,FOUR_B,49.966,125.253,8.049,307.154,1.199,17.768,33.95,1.747,5.933,67.053,412.19,75.433,14.322,202.455,17.466,54.05,0
AERO-001114,LOT-2503-0218,27-mars-2025 03:51:00,M01,INCONEL718,USINAGE,NUIT,FOUR_B,NaN,124.761,7.929,319.136,0.663,9.631,30.868,1.272,5.532,69.524,468.31,79.569,14.4992,247.039,17.597,25.4,0
AERO-001115,LOT-2505-0130,30-mai-2025 14:07:00,M03,TI6AL4V,TRAITEMENT,MATIN,FOUR_D,49.956,124.604,8.086,315.066,1.011,20.605,28.06,1.902,6.13,NaN,401.95,NaN,14.3028,234.992,18.997,52.71,0
AERO-001116,LOT-2502-0202,06-févr-2025 09:37:00,M02,TI6AL4V,CONTROLE,NUIT,FOUR_A,49.96,125.322,8.021,316.487,1.098,20.269,33.824,1.547,5.156,66.727,429.29,76.295,14.1743,238.187,18.801,38.56,0
AERO-001117,LOT-2512-0079,10-déc-2025 09:56:00,M03,AL7075,TRAITEMENT,SOIR,FOUR_D,49.549,124.589,7.896,297.415,2.712,17.898,37.027,1.31,5.587,66.94,453.28,79.42,14.4084,218.371,21.893,57.34,1
AERO-001118,LOT-2508-0188,16-août-2025 01:38:00,M02,AL7075,TRAITEMENT,MATIN,FOUR_A,50.431,124.631,8.007,298.748,1.048,18.177,34.092,1.53,5.103,59.534,386.29,79.811,14.5058,203.828,18.84,38.84,0
AERO-001119,LOT-2502-0091,08-févr-2025 19:09:00,M06,TI6AL4V,USINAGE,SOIR,FOUR_B,50.124,125.444,8.025,316.591,0.996,17.754,33.859,1.691,5.604,73.091,438.4,77.106,14.3676,245.419,17.772,38.06,0
AERO-001120,LOT-2502-0109,28-févr-2025 01:02:00,M04,TI6AL4V,CONTROLE,NUIT,FOUR_C,49.695,124.59,7.981,311.733,0.711,13.246,34.486,1.205,4.34,80.153,566.31,63.407,14.9414,214.625,15.291,NaN,1
AERO-001121,LOT-2512-0026,19-déc-2025 14:10:00,M04,TI6AL4V,TRAITEMENT,MATIN,FOUR_A,49.758,125.303,8.049,316.02,0.917,17.015,32.292,0.966,4.299,65.512,401.55,77.298,14.4655,NaN,18.946,36.11,0
AERO-001122,LOT-2503-0181,18-mars-2025 07:54:00,M05,AL7075,CONTROLE,MATIN,FOUR_A,50.076,124.523,7.988,300.034,0.825,18.7,35.192,1.18,5.557,66.592,412.23,80.596,14.3941,203.339,22.761,45.29,0
AERO-001123,LOT-2507-0181,22-juil-2025 07:35:00,M02,AL7075,USINAGE,SOIR,FOUR_B,49.816,125.499,7.96,298.795,1.33,10.807,34.997,1.522,5.441,68.579,458.96,82.912,14.2407,188.334,20.055,43.11,0
AERO-001124,LOT-2502-0117,15-févr-2025 16:57:00,M01,AL7075,CONTROLE,NUIT,FOUR_D,49.986,125.295,8.01,301.8,1.098,11.247,35.578,1.054,3.887,65.484,399.63,78.714,14.5651,209.086,21.086,37.41,0
AERO-001125,LOT-2506-0133,17-juin-2025 17:51:00,M03,TI6AL4V,CONTROLE,MATIN,FOUR_D,50.282,125.087,7.922,313.591,1.078,14.489,30.835,1.186,4.623,68.831,398.31,73.143,14.6893,243.198,19.962,44.61,0
AERO-001126,LOT-2502-0237,18-févr-2025 18:56:00,M03,INCONEL718,CONTROLE,SOIR,FOUR_C,49.988,124.561,8.024,320.332,1.333,23.586,33.268,1.497,5.71,61.827,426.59,70.662,14.7662,248.707,19.234,38.56,0
AERO-001127,LOT-2502-0229,07-févr-2025 14:13:00,M04,TI6AL4V,USINAGE,SOIR,FOUR_D,50.11,124.361,7.93,316.272,1.296,17.188,36.694,1.03,4.918,65.738,409.51,73.612,NaN,219.562,20.871,34,0
AERO-001128,LOT-2502-0013,06-févr-2025 09:28:00,M04,AL7075,CONTROLE,NUIT,FOUR_A,49.829,125.087,8.033,301.498,1.25,10.048,30.715,1.174,4.346,63.255,435.69,87.22,14.3337,199.767,18.752,40.85,0
AERO-001129,LOT-2504-0174,21-avr-2025 02:01:00,M02,INCONEL718,USINAGE,SOIR,FOUR_A,49.813,124.982,8.035,325.227,1.326,18.99,32.265,1.606,5.346,77.227,181.81,57.935,15.1178,251.913,20.056,38.21,1
AERO-001130,LOT-2509-0023,01-sept-2025 10:30:00,M06,AL7075,USINAGE,NUIT,FOUR_A,49.834,124.834,8.092,302.107,1.114,17.836,46.141,3.193,10.605,67.461,419.43,78.753,14.3456,192.963,20.039,44.05,1
AERO-001131,LOT-2502-0069,18-févr-2025 16:52:00,M02,AL7075,TRAITEMENT,SOIR,FOUR_A,49.944,125.227,8.059,302.538,1.622,19.531,33.518,1.593,5.051,69.057,467.73,74.47,14.2626,204.181,20.699,32.74,0
AERO-001132,LOT-2601-0081,07-janv-2026 15:33:00,M05,AL7075,USINAGE,NUIT,FOUR_D,50.208,124.713,7.864,300.1,0.885,22.1,34.001,1.936,5.629,72.575,378.85,85.974,14.6816,194.132,18.925,64.55,0
AERO-001133,LOT-2505-0174,21-mai-2025 07:32:00,M02,AL7075,CONTROLE,SOIR,FOUR_A,50.806,125.783,7.923,298.7,1.016,29.419,37.404,1.125,5.372,65.991,464.03,76.288,14.4597,202.353,16.894,48.51,1
AERO-001134,LOT-2510-0007,13-oct-2025 15:02:00,M02,TI6AL4V,USINAGE,SOIR,FOUR_C,49.952,125.031,7.983,315.234,0.847,15.573,33.055,1.312,4.746,64.347,465.35,76.99,14.6346,243.542,20.083,44.67,0
AERO-001135,LOT-2501-0123,13-janv-2025 18:18:00,M05,AL7075,CONTROLE,NUIT,FOUR_C,49.859,124.355,8.14,296.87,1.101,12.284,37.908,1.5,5.787,70.969,368.73,85.134,14.5544,205.558,18.172,35.5,0
AERO-001136,LOT-2503-0077,04-mars-2025 20:59:00,M02,TI6AL4V,TRAITEMENT,MATIN,FOUR_D,50.054,124.795,8.253,311.15,1.337,24.56,32.798,1.464,4.986,66.411,412.89,76.758,14.4541,223.173,19.776,47.88,0
AERO-001137,LOT-2506-0175,30-juin-2025 11:33:00,M01,AL7075,TRAITEMENT,MATIN,FOUR_B,50.011,124.453,8.045,301.745,0.767,19.285,33.762,1.802,5.723,70.957,431.86,82.479,14.4333,210.675,17.743,37.67,0
AERO-001138,LOT-2502-0092,17-févr-2025 06:48:00,M04,AL7075,USINAGE,MATIN,FOUR_C,49.889,125.059,8.111,302.789,1.084,13.629,33.281,1.204,5.311,65.377,458.85,80.891,14.1636,215.805,18.202,32.93,0
AERO-001139,LOT-2510-0084,29-oct-2025 09:56:00,M03,TI6AL4V,USINAGE,MATIN,FOUR_C,50.173,125.417,7.964,317.529,1.187,21.575,36.22,0.973,4.263,72.313,418.52,77.194,14.4179,212.66,20.82,33.84,0
AERO-001140,LOT-2502-0156,08-févr-2025 11:47:00,M04,AL7075,CONTROLE,MATIN,FOUR_D,50.174,125.109,7.989,305.061,1.487,20.733,42.645,2.826,8.291,66.206,NaN,76.302,14.6753,200.786,18.843,49.05,1
AERO-001141,LOT-2508-0052,31-août-2025 18:23:00,M01,AL7075,USINAGE,MATIN,FOUR_B,49.98,125.088,7.988,300.579,1.29,11.864,34.309,0.981,5.18,65.174,426.32,72.489,14.2877,213.792,18.109,48.63,0
AERO-001142,LOT-2501-0121,29-janv-2025 21:21:00,M04,AL7075,USINAGE,MATIN,FOUR_A,49.92,125.913,8.015,299.487,1.183,17.153,32.482,1.252,4.717,66.39,359.12,81.593,14.2809,213.881,21.899,39.41,0
AERO-001143,LOT-2507-0124,06-juil-2025 20:18:00,M01,TI6AL4V,USINAGE,MATIN,FOUR_B,50.217,124.523,8.145,315.903,1.539,13.969,30.567,1.614,5.043,68.774,386.64,82.842,14.5319,234.695,18.099,58.09,0
AERO-001144,LOT-2501-0063,05-janv-2025 17:19:00,M02,TI6AL4V,USINAGE,SOIR,FOUR_D,49.952,124.432,7.989,308.578,1.201,21.188,35.957,1.532,5.55,80.156,489.64,67.328,15.8186,238.637,17.621,35.63,1
AERO-001145,LOT-2511-0203,17-nov-2025 23:01:00,M03,AL7075,USINAGE,NUIT,FOUR_B,49.973,125.023,8.119,299.96,1.046,19.379,33.088,1.323,4.204,NaN,384.41,79.09,14.6688,191.375,18.198,51.82,0
AERO-001146,LOT-2507-0231,29-juil-2025 09:23:00,M03,TI6AL4V,CONTROLE,MATIN,FOUR_A,50.211,125.221,7.951,313.879,1.339,20.186,36.432,1.297,5.469,68.459,390.11,75.34,14.2645,227.391,17.075,48.13,0
AERO-001147,LOT-2501-0101,24-janv-2025 18:08:00,M06,AL7075,TRAITEMENT,MATIN,FOUR_B,49.395,125.584,8.028,301.163,1.3,35.133,34.867,1.853,5.076,69.003,450.48,78.557,14.6654,210.344,17.505,33.41,1
AERO-001148,LOT-2503-0009,17-mars-2025 18:12:00,M03,AL7075,USINAGE,SOIR,FOUR_B,50.142,125.069,8.088,306.249,1.057,9.841,39.002,1.177,4.794,68.151,413.28,80.684,14.3598,201.954,18.219,44.21,0
AERO-001943,LOT-2512-0155,18-déc-2025 18:15:00,M06,AL7075,USINAGE,MATIN,FOUR_B,49.81,124.635,7.996,303.868,0.986,22.518,36.082,2.035,6.068,71.606,417.2,78.798,14.4793,209.859,17.66,50.61,0
AERO-001150,LOT-2508-0184,09-août-2025 15:16:00,M02,INCONEL718,CONTROLE,SOIR,FOUR_A,49.967,125.289,8.092,317.462,0.855,18.818,40.085,3.266,8.764,69.445,491.15,69.438,14.5301,264.206,18.261,50.04,1
AERO-001151,LOT-2503-0014,16-mars-2025 07:56:00,M05,INCONEL718,USINAGE,MATIN,FOUR_C,49.85,126.401,7.893,317.399,0.971,40.025,30.498,1.724,5.274,73.641,440.44,71.611,14.7424,269.422,20.546,37.11,1
AERO-001152,LOT-2502-0076,12-févr-2025 08:28:00,M06,TI6AL4V,TRAITEMENT,SOIR,FOUR_C,50.2,125.252,7.944,316.922,1.417,26.002,33.712,1.743,5.831,69.327,356.22,80.946,14.5522,227.726,19.571,50.12,0
AERO-001153,LOT-2506-0133,17-juin-2025 22:13:00,M02,TI6AL4V,TRAITEMENT,MATIN,FOUR_B,50.241,125.132,8.042,315.772,1.576,26.143,32.906,1.608,5.188,68.958,413.78,76.85,14.8182,231.106,19.136,44.73,0
AERO-001154,LOT-2510-0056,24-oct-2025 03:44:00,M03,AL7075,CONTROLE,NUIT,FOUR_A,50.226,123.15,8.017,302.42,1.105,41.227,30.748,1.084,4.378,68.231,533.71,83.795,14.7113,197.73,19.19,51.02,1
AERO-001155,LOT-2602-0195,27-févr-2026 08:42:00,M05,TI6AL4V,CONTROLE,NUIT,FOUR_B,50.146,125.215,7.922,312.774,1,10.215,36.737,1.858,6.701,69.974,344.12,81.071,14.7231,228.382,19.597,49.38,0
AERO-001156,LOT-2503-0111,01-mars-2025 04:56:00,M05,TI6AL4V,USINAGE,MATIN,FOUR_B,49.955,125.436,8.046,318.311,0.781,19.804,31.183,1.769,5.658,79.52,327.85,60.136,NaN,233.731,21.093,47.35,1
AERO-001157,LOT-2603-0100,02-mars-2026 11:11:00,M01,TI6AL4V,CONTROLE,MATIN,FOUR_B,49.326,123.287,8.053,313.723,0.963,36.525,31.482,1.646,5.277,71.216,518.16,77.344,14.897,238.332,20.084,49.27,1
AERO-001158,LOT-2505-0003,18-mai-2025 06:45:00,M04,AL7075,TRAITEMENT,SOIR,FOUR_A,50.065,125.332,8.044,304.959,2.495,18.545,34.112,1.481,5.187,69.505,429.15,79.561,14.526,197.359,21.802,46.19,1
AERO-001159,LOT-2502-0175,01-févr-2025 04:46:00,M02,AL7075,CONTROLE,SOIR,FOUR_D,49.778,125.201,7.915,299.55,1.228,18.224,30.509,1.382,5.242,67.526,402.23,85.23,14.7132,218.644,19.624,49.07,0
AERO-001160,LOT-2511-0018,26-nov-2025 03:58:00,M04,AL7075,USINAGE,NUIT,FOUR_C,49.9,124.867,8.091,304.771,1.436,10.397,32.773,1.7,6.155,75.966,550.8,52.736,15.3159,202.59,19.934,52.95,1
AERO-001161,LOT-2508-0187,12-août-2025 15:53:00,M03,TI6AL4V,USINAGE,MATIN,FOUR_C,49.859,124.953,8.083,317.245,1.145,NaN,33.616,1.751,5.374,62.956,431.84,78.69,14.2683,246.081,18.404,43.71,0
AERO-001162,LOT-2504-0160,16-avr-2025 23:04:00,M04,TI6AL4V,CONTROLE,SOIR,FOUR_A,49.87,124.644,7.839,306.996,1.857,20.916,29.714,1.657,5.732,66.651,457.67,60.78,14.4585,205.727,17.908,45.29,1
AERO-001163,LOT-2601-0180,07-janv-2026 11:33:00,M02,AL7075,USINAGE,SOIR,FOUR_A,50.284,124.946,7.971,303.461,1.207,18.944,36.961,0.975,4.658,65.539,363.32,80.85,14.3695,194.172,18.119,47.7,0
AERO-001164,LOT-2512-0003,11-déc-2025 05:44:00,M06,TI6AL4V,CONTROLE,MATIN,FOUR_B,49.882,125.596,7.998,314.313,1.302,14.845,37.132,2.003,5.275,69.064,386.86,79.496,14.5902,237.57,21.152,35.62,0
AERO-001165,LOT-2512-0124,20-déc-2025 13:37:00,M06,TI6AL4V,TRAITEMENT,SOIR,FOUR_C,50.201,124.957,8.009,313.28,2.632,16.87,36.606,2.276,5.147,72.632,414.97,82.389,14.7397,238.133,21.121,57.61,1
AERO-001166,LOT-2510-0177,27-oct-2025 08:36:00,M05,TI6AL4V,CONTROLE,NUIT,FOUR_C,50.07,124.979,7.999,316.427,1.208,18.239,30.515,1.733,4.516,67.598,432.45,81.568,14.6495,237.676,19.775,40.13,0
AERO-001167,LOT-2509-0027,17-sept-2025 00:17:00,M05,AL7075,CONTROLE,SOIR,FOUR_B,50.194,124.528,8.112,303.15,1.007,18.872,34.649,1.404,4.825,79.421,186.06,71.7,15.1788,216.673,17.627,42.56,1
AERO-001168,LOT-2511-0157,12-nov-2025 06:28:00,M02,INCONEL718,TRAITEMENT,NUIT,FOUR_B,50.017,124.804,7.944,322.759,1.131,21.979,32.114,1.754,5.431,81.34,488.91,52.876,15.5293,245.544,19.822,56.81,1
AERO-001169,LOT-2501-0057,17-janv-2025 17:22:00,M04,AL7075,USINAGE,MATIN,FOUR_A,50.192,124.303,8.036,299.002,1.113,20.094,30.832,1.467,4.707,71.59,413.91,76.937,14.6779,196.762,19.394,44.05,0
AERO-001170,LOT-2501-0225,13-janv-2025 10:38:00,M03,TI6AL4V,TRAITEMENT,MATIN,FOUR_D,50.377,124.377,8.006,312.629,0.935,16.986,32.756,1.202,4.533,67.905,442.31,79.885,14.5222,246.963,17.276,62.32,0
AERO-001171,LOT-2512-0133,30-déc-2025 06:21:00,M06,TI6AL4V,USINAGE,SOIR,FOUR_C,49.707,124.925,8.12,311.925,1.284,20.303,33.162,1.633,5.307,72.02,423.65,81.258,14.629,219.256,NaN,35.05,0
AERO-001172,LOT-2509-0152,15-sept-2025 22:04:00,M01,AL7075,TRAITEMENT,NUIT,FOUR_C,49.933,124.579,7.912,300.462,0.78,18.064,44.401,2.099,6.861,63.914,418.72,80.015,13.9973,204.514,20.31,49.26,1
AERO-001173,LOT-2502-0165,02-févr-2025 07:42:00,M02,AL7075,TRAITEMENT,MATIN,FOUR_C,49.988,125.036,8.027,305.049,1.335,16.017,36.108,1.392,4.789,67.652,516.11,76.73,14.4792,204.495,20.939,52.45,0
AERO-001174,LOT-2511-0140,22-nov-2025 09:41:00,M01,AL7075,CONTROLE,NUIT,FOUR_B,50.024,125.727,7.982,307.4,1.368,19.086,28.573,1.298,5.758,68.339,450.43,80.054,14.6487,204.403,20.442,43.49,0
AERO-001175,LOT-2501-0190,29-janv-2025 01:19:00,M04,INCONEL718,CONTROLE,MATIN,FOUR_B,50.058,124.823,8.041,316.456,1.05,17.394,34.645,1.694,5.173,79.206,582.29,56.037,15.2594,248.299,18.006,36.21,1
AERO-001176,LOT-2603-0119,02-mars-2026 09:30:00,M04,AL7075,USINAGE,NUIT,FOUR_B,50.028,124.996,7.931,302.905,1.022,16.407,31.535,1.696,6.057,70.28,386.62,79.219,14.6611,196.026,17.61,53.12,0
AERO-001177,LOT-2512-0056,09-déc-2025 04:08:00,M02,AL7075,CONTROLE,SOIR,FOUR_B,49.864,125.757,7.989,297.075,1.636,18.018,31.537,1.637,5.719,67.824,366.06,71.551,14.562,193.161,19.153,46.76,1
AERO-001178,LOT-2501-0117,31-janv-2025 13:41:00,M01,AL7075,CONTROLE,MATIN,FOUR_A,49.947,124.543,8.047,307.01,1.319,20.644,34.965,1.718,5.581,87.973,223.62,66.173,15.4398,195.241,16.688,51,1
AERO-001179,LOT-2601-0044,28-janv-2026 03:25:00,M03,AL7075,USINAGE,MATIN,FOUR_C,49.519,126.51,8.101,301.11,1.328,35.559,30.937,1.815,4.611,68.947,418.76,77.646,14.5784,NaN,17.651,26.7,1
AERO-001180,LOT-2508-0090,24-août-2025 04:40:00,M06,AL7075,USINAGE,MATIN,FOUR_C,50.201,124.577,8.051,302.017,3.347,21.671,31.422,1.914,5.957,69.012,432.48,82.68,NaN,195.885,15.4,41.78,1
AERO-001181,LOT-2507-0099,07-juil-2025 06:07:00,M01,TI6AL4V,USINAGE,MATIN,FOUR_A,49.958,124.444,8.067,315.749,1.147,16.571,32.442,1.221,5.414,70.39,NaN,78.123,14.7792,248.224,18.976,34.21,0
AERO-001182,LOT-2511-0011,22-nov-2025 10:17:00,M04,TI6AL4V,TRAITEMENT,MATIN,FOUR_C,50.002,124.783,8.103,314.785,1.395,19.515,NaN,1.335,5.481,71.954,428.66,76.515,14.8627,225.021,18.08,47.6,0
AERO-001183,LOT-2601-0146,03-janv-2026 13:39:00,M03,AL7075,CONTROLE,SOIR,FOUR_A,49.749,125.189,7.989,302.873,1.365,12.22,34.662,1.382,5.842,69.342,463.88,79.014,14.3364,204.405,17.819,40.3,0
AERO-001184,LOT-2507-0232,31-juil-2025 10:15:00,M02,AL7075,USINAGE,NUIT,FOUR_A,49.908,125.327,7.996,298.288,0.981,15.596,32.728,1.049,4.84,69.69,358.88,81.912,14.7197,203.049,18.789,41.04,0
AERO-001185,LOT-2511-0086,03-nov-2025 20:45:00,M02,AL7075,TRAITEMENT,MATIN,FOUR_A,49.912,125.386,7.816,301.737,0.514,17.639,31.737,1.142,4.703,64.127,418.68,79.326,14.2737,198.543,18.936,51.41,0
AERO-001186,LOT-2510-0102,26-oct-2025 18:56:00,M02,TI6AL4V,TRAITEMENT,MATIN,FOUR_B,49.852,124.957,7.931,311.667,1.186,9.787,NaN,1.49,5.329,71.236,433.36,76.518,14.3447,238.333,18.284,52.71,0
AERO-001187,LOT-2509-0163,14-sept-2025 02:48:00,M06,AL7075,CONTROLE,NUIT,FOUR_A,49.941,125.395,NaN,305.202,1.342,17.868,39.085,1.723,5.055,68.436,427.1,76.838,14.6207,203.733,19.139,42.87,0
AERO-001188,LOT-2511-0064,13-nov-2025 05:53:00,M04,TI6AL4V,USINAGE,MATIN,FOUR_C,49.862,126.634,8.028,312.579,1.281,42.483,33.425,1.287,4.075,67.573,439.78,75.016,14.6322,233.592,21.293,56.53,1
AERO-001189,LOT-2510-0095,06-oct-2025 20:38:00,M01,AL7075,USINAGE,MATIN,FOUR_A,49.974,124.952,8.052,300.864,1.178,16.664,35.11,1.499,5.143,66.133,407.85,82.983,14.5563,200.506,21.074,48.7,0
AERO-001190,LOT-2602-0162,26-févr-2026 06:39:00,M03,AL7075,USINAGE,SOIR,FOUR_C,50.047,125.031,8.01,298.733,1.027,21.996,34.506,1.536,4.709,70.391,393.01,85.588,14.4467,198.434,18.657,45.08,0
AERO-001191,LOT-2601-0230,03-janv-2026 04:16:00,M06,TI6AL4V,TRAITEMENT,MATIN,FOUR_B,49.932,125.162,7.9,313.455,1.064,22.674,42.741,1.812,5.801,68.56,499.7,75.48,NaN,218.908,20.485,54.77,0
AERO-001192,LOT-2509-0168,06-sept-2025 08:55:00,M06,TI6AL4V,USINAGE,MATIN,FOUR_A,49.696,125.074,7.956,313.179,0.966,18.865,36.466,1.81,5.209,68.152,464.53,74.212,14.4933,236.501,19.589,44.71,0
AERO-001193,LOT-2507-0033,09-juil-2025 18:53:00,M05,AL7075,USINAGE,SOIR,FOUR_C,49.88,124.36,8.032,300.318,0.939,18.407,29.777,1.755,5.963,66.336,NaN,83.974,13.9948,195.419,19.169,46.87,0
AERO-001194,LOT-2502-0190,15-févr-2025 15:57:00,M01,TI6AL4V,USINAGE,NUIT,FOUR_B,50.099,125.961,7.996,311.355,1.29,NaN,28.197,1.197,5.89,69.368,440.86,82.778,14.481,242.02,19.202,31.47,0
AERO-001195,LOT-2602-0090,24-févr-2026 11:04:00,M02,TI6AL4V,USINAGE,SOIR,FOUR_C,49.919,124.53,8.013,312.074,1.102,23.541,34.954,1.447,5.102,66.491,448.62,74.565,14.6612,220.877,18.066,50.36,0
AERO-001196,LOT-2502-0031,14-févr-2025 03:54:00,M05,TI6AL4V,USINAGE,SOIR,FOUR_D,49.826,124.568,8.021,311.498,1.315,21.108,46.588,2.748,7.303,67.182,408.37,70.654,14.6165,227.974,18.295,46.92,1
AERO-001197,LOT-2510-0228,28-oct-2025 19:10:00,M03,TI6AL4V,USINAGE,MATIN,FOUR_B,NaN,125.517,7.927,310.875,1.15,16.417,36.473,1.154,4.96,63.994,455.19,70.735,14.2756,228.544,18.995,48.26,0
AERO-001198,LOT-2511-0157,13-nov-2025 12:38:00,M03,AL7075,TRAITEMENT,SOIR,FOUR_A,49.958,124.975,7.99,302.636,0.779,15.677,35.032,1.541,5.25,67.24,427.78,83.651,14.1807,209.463,19.079,36.94,0
AERO-001199,LOT-2507-0013,23-juil-2025 15:18:00,M02,INCONEL718,CONTROLE,SOIR,FOUR_C,49.997,124.682,7.942,322.746,1.271,20.804,37.287,1.188,5.184,64.087,373.32,74.088,14.5604,251.456,18.257,40.08,0
AERO-001200,LOT-2502-0036,01-févr-2025 03:50:00,M03,TI6AL4V,TRAITEMENT,MATIN,FOUR_C,49.823,124.596,7.964,312.509,1.298,19.331,37.822,0.946,5.043,73.091,366.1,71.843,14.4372,236.575,17.172,40.99,0
AERO-001201,LOT-2503-0096,21-mars-2025 15:03:00,M06,AL7075,USINAGE,NUIT,FOUR_A,49.94,125.1,8.055,306.117,0.827,14.768,34.684,2.178,5.847,70.25,429.26,78.543,14.5085,187.989,17.077,35.23,0
AERO-001202,LOT-2506-0080,15-juin-2025 12:55:00,M03,AL7075,CONTROLE,MATIN,FOUR_C,49.98,125.164,8.032,NaN,1.146,16.103,33.098,1.426,4.484,69.37,407.11,84.291,14.3816,201.653,19.392,51.03,0
AERO-001203,LOT-2501-0044,01-janv-2025 17:10:00,M04,AL7075,USINAGE,NUIT,FOUR_A,50.062,124.373,7.981,304.574,1.032,21.618,37.25,1.392,4.485,66.455,417.89,79.6,14.5178,190.793,18.914,42.62,0
AERO-001204,LOT-2506-0147,04-juin-2025 18:16:00,M01,AL7075,CONTROLE,SOIR,FOUR_B,49.935,124.447,7.931,301.904,0.725,24.967,31.839,1.077,3.662,67.678,442.26,83.464,14.2416,NaN,20.182,43.08,0
AERO-001205,LOT-2505-0055,26-mai-2025 20:12:00,M01,AL7075,USINAGE,NUIT,FOUR_A,50.062,125.383,8.068,293.53,2.307,12.395,35.642,1.719,5.938,67.228,408.51,78.011,14.1945,172.386,17.267,63.79,1
AERO-001206,LOT-2502-0145,13-févr-2025 19:09:00,M02,TI6AL4V,CONTROLE,MATIN,FOUR_A,49.742,124.882,7.946,305.855,2.225,11.226,31.509,1.563,5.09,68.036,423.99,69.445,14.4383,211.574,20.147,38.95,1
AERO-001207,LOT-2509-0123,24-sept-2025 20:02:00,M06,AL7075,USINAGE,NUIT,FOUR_A,50.033,125.098,7.993,303.88,1.109,14.992,37.665,1.619,5.001,70.684,472.91,78.053,14.625,207.225,20.553,35,0
AERO-001208,LOT-2505-0103,16-mai-2025 07:59:00,M05,TI6AL4V,CONTROLE,MATIN,FOUR_D,49.967,125.072,8.114,310.409,1.434,21.73,36.69,1.336,5.003,71.292,387.14,73.076,14.6393,237.536,17.923,45.94,0
AERO-001209,LOT-2511-0239,18-nov-2025 18:06:00,M06,AL7075,CONTROLE,MATIN,FOUR_B,49.758,125.141,7.947,300.299,1.251,14.818,38.137,1.734,5.066,72.232,463.27,85.837,14.891,229.175,20.09,43.29,0
AERO-001210,LOT-2510-0204,09-oct-2025 11:34:00,M02,TI6AL4V,TRAITEMENT,SOIR,FOUR_D,49.671,124.395,7.946,313.202,0.892,15.514,34.665,1.331,5.226,64.335,425.29,80.799,14.7384,227.248,17.599,46.56,0
AERO-001211,LOT-2509-0089,30-sept-2025 07:44:00,M03,INCONEL718,USINAGE,MATIN,FOUR_A,49.883,125.166,8.115,320.127,1.296,18.886,29.928,1.544,5.664,68.133,357.86,81.616,14.5508,267.121,17.025,54.93,0
AERO-001212,LOT-2502-0010,12-févr-2025 02:07:00,M06,AL7075,USINAGE,NUIT,FOUR_B,50.063,124.688,7.961,298.396,1.022,20.405,35.741,1.494,5.02,66.63,329.08,83.828,14.2671,189.624,17.478,55.93,0
AERO-001213,LOT-2507-0022,13-juil-2025 21:37:00,M05,AL7075,USINAGE,SOIR,FOUR_B,49.935,124.74,8.028,303.078,1.241,10.293,NaN,1.867,5.573,65.991,369.38,79.507,14.6111,202.849,18.106,45.03,0
AERO-001214,LOT-2503-0015,30-mars-2025 16:14:00,M06,TI6AL4V,USINAGE,MATIN,FOUR_A,50.062,125.132,7.957,315.452,0.865,19.428,31.497,1.409,4.62,73.947,413.41,78.764,14.1003,249.922,18.806,51.96,0
AERO-001215,LOT-2512-0088,03-déc-2025 05:02:00,M03,TI6AL4V,CONTROLE,SOIR,FOUR_C,50.086,124.834,8.002,314.373,1.043,15.737,35.021,1.449,5.211,71.667,425.15,78.087,14.6604,237.364,18.869,32.86,0
AERO-001216,LOT-2501-0173,03-janv-2025 04:01:00,M01,AL7075,TRAITEMENT,SOIR,FOUR_C,49.781,125.119,7.961,306.211,1.318,18.956,33.315,1.346,5.398,69.452,418.62,82.937,14.6534,198.984,17.787,NaN,0
AERO-001217,LOT-2505-0180,15-mai-2025 21:13:00,M04,AL7075,USINAGE,MATIN,FOUR_A,49.667,124.109,8.031,304.329,1.115,8.905,28.518,1.555,5.823,71.434,407.73,87.034,14.8878,201.095,22.023,49.69,0
AERO-001218,LOT-2602-0239,26-févr-2026 07:48:00,M01,TI6AL4V,CONTROLE,SOIR,FOUR_B,50.054,125.001,7.951,307.212,0.918,15.169,31,1.427,5.04,67.907,398.14,74.142,14.7554,233.459,19.088,47.44,0
