ID,Diametre_mm,Masse_g,Rugosite_um,Temperature_C,Vibration_mm_s,Couleur_indice,Ultrason_dB,Durete_HV,Defectueuse,TypeDefaut
P0679,49.745,115.946,1.526,39.233,3.016,0.6207,62.593,186.809,1,3
P0680,49.775,123.767,1.039,34.114,2.271,0.4675,77.425,198.614,0,0
P0681,49.734,122.922,1.483,38.327,1.3,0.5097,75.686,199.203,0,0
P0682,50.138,117.474,1.595,37.92,3.343,0.6714,67.878,176.941,1,4
P0683,50.547,117.015,1.733,41.471,1.6,0.5659,72.059,184.502,1,4
P0684,50.042,113.875,1.834,39.655,2.332,0.5654,68.343,194.265,1,1
P0685,49.967,120.853,1.454,33.84,1.669,0.5502,73.801,202.836,0,0
P0686,50.086,120.667,1.003,32.117,1.749,0.5895,79.994,202.893,0,0
P0687,49.926,119.163,1.137,35.566,1.913,-0.2835,70.793,208.547,0,0
P0688,49.826,121.792,1.559,34.36,1.945,0.5261,81.069,209.568,0,0
P0689,50.06,122.728,1.247,33.594,1.511,NaN,69.818,205.073,0,0
P0690,50.147,122.629,1.508,31.771,1.968,0.4399,75.174,191.52,0,0
P0691,50.047,121.719,1.412,31.632,1.395,0.4954,72.255,193.282,0,0
P0692,49.672,124.576,2.744,39.162,2.99,0.7162,71.51,212.549,1,2
P0693,50.063,112.494,1.343,38.505,1.746,0.5321,52.526,170.56,1,1
P0694,50.739,123.999,2.548,36.699,2.006,0.5306,59.311,176.484,1,2
P0695,50.322,118.061,1.483,34.639,1.504,0.5114,70.673,205.663,0,0
P0696,50.762,130.128,1.497,36.292,3.089,0.5539,63.733,200.602,1,1
P0697,50.045,120.785,1.212,34.825,1.861,0.5264,72.695,210.808,0,0
P0698,49.982,120.9,2.209,36.506,1.833,0.634,46.281,194.615,1,3
P0699,50.695,123.29,1.676,56.611,5.795,0.6369,62.953,171.986,1,4
P0700,50.15,116.01,1.305,40.909,2.699,0.5809,51.282,185.566,1,3
P0701,50.267,117.651,2.64,44.151,2.883,0.6197,61.426,173.652,1,4
P0702,50.091,120.549,1.198,26.986,1.416,0.5321,76.461,200.889,0,0
P0703,50.16,121.117,0.851,36.34,1.344,0.4907,74.49,218.125,0,0
P0704,49.611,NaN,1.977,39.241,2.695,0.5509,55.814,172.596,1,1
P0705,49.841,116.428,2.487,25.579,1.637,0.6127,60.76,178.938,1,2
P0706,50.06,121.126,1.142,33.591,2.084,0.5946,78.933,202.424,0,0
P0707,49.768,118.709,1.865,45.646,3.238,0.6796,68.583,196.774,1,4
P0708,50.332,123.526,1.311,29.65,1.632,0.5138,80.297,202.735,0,0
P0709,49.799,121.627,1.711,34.143,1.877,0.4986,72.683,201.791,0,0
P0710,48.943,116.188,1.792,34.697,2.537,0.6154,NaN,202.693,1,1
P0711,49.576,NaN,1.458,41.473,4.364,0.6417,62.403,183.48,1,1
P0712,49.928,119.789,1.563,38.758,NaN,0.5639,NaN,205.771,0,0
P0713,50.384,119.464,1.846,34.504,3.76,0.744,69.675,190.943,1,4
P0714,50.182,118.706,1.157,36.748,1.891,0.5127,82.805,206.327,0,0
P0715,50.222,121.635,1.183,33.482,1.021,0.5811,78.915,207.383,0,0
P0716,50.063,127.635,1.822,33.005,3.719,0.6714,NaN,143.697,1,3
P0717,49.989,119.903,2.772,38.47,2.506,0.6872,48.227,191.1,1,3
P0718,50.346,117.114,1.211,33.953,1.402,0.478,78.686,197.833,0,0
P0719,50.172,124.605,3.374,38.3,3.306,0.5642,55.555,183.84,1,2
P0720,49.846,120.379,1.191,32.409,1.655,0.5239,78.068,204.23,0,0
P0721,49.855,120.645,1.272,30.706,1.551,0.5648,75.981,214.139,0,0
P0722,50.121,120.423,1.089,32.421,1.504,0.5142,76.434,206.258,0,0
P0723,49.898,124.049,0.93,32.914,1.934,0.5444,79.486,203.869,0,0
P0724,50.007,120.471,1.31,35.883,1.833,0.4808,79.666,192.082,0,0
P0725,49.911,125.258,2.451,33.094,2.444,0.5445,48.208,146.476,1,3
P0726,50.082,121.121,1.508,33.403,1.2,0.5237,75.999,209.439,0,0
P0727,50.194,120.399,1.716,46.167,1.314,0.6065,51.008,175.808,1,3
P0728,49.898,118.016,1.916,35.995,3.191,0.558,72.18,200.29,1,2
P0729,49.79,124.864,NaN,38.648,3.873,0.6557,62.156,199.541,1,4
P0730,50.174,121.046,0.752,34.924,1.504,0.4852,81.53,203.795,0,0
P0731,49.112,116.3,1.887,34.383,3.788,0.5452,60.644,187.652,1,1
P0732,49.876,121.11,1.292,25.405,2.265,0.5312,77.552,208.32,0,0
P0733,49.811,124.65,1.86,42.418,3.435,0.79,48.955,215.82,1,4
P0734,49.993,117.825,1.413,39.287,1.639,0.6708,42.948,176.799,1,3
P0735,50.025,121.797,0.76,30.74,1.855,0.5033,74.294,206.98,0,0
P0736,50.112,121.181,2.048,45.309,2.163,0.5548,75.978,194.627,1,2
P0737,49.977,120.474,0.93,35.865,1.74,0.5732,83.619,214.418,0,0
P0738,50.001,118.943,1.36,34.167,1.423,0.4738,70.51,206.526,0,0
P0739,50.126,122.729,1.557,33.122,1.11,0.5404,74.721,196.266,0,0
P0740,49.664,118.831,1.497,38.509,1.388,0.5524,74.567,207.157,0,0
P0741,49.159,112.999,1.144,47.1,2.913,0.6804,58.52,191.011,1,3
P0742,49.902,119.595,2.742,33.813,2.578,0.5525,79.019,221.489,1,2
P0743,49.759,118.771,1.621,48.115,3.239,0.5565,77.968,207.814,1,4
P0744,49.821,118.652,0.987,34.484,1.739,0.5228,78.325,205.354,0,0
P0745,50,119.116,1.416,31.741,1.617,0.511,75.287,206.723,0,0
P0746,50.235,120.406,1.324,29.718,1.568,0.5148,78.154,198.71,0,0
P0747,49.948,120.792,1.507,38.226,1.801,0.5156,75.807,208.249,0,0
P0748,50.07,120.794,1.47,32.736,1.725,0.5381,74.735,221.075,0,0
P0749,49.525,113.833,1.454,31.333,2.284,0.6232,67.307,179.923,1,1
P0750,49.534,124.685,2.338,34.793,2.351,0.5462,58.224,174.989,1,3
P0751,49.982,122.919,2.685,39.8,3.576,0.3996,68.113,213.876,1,2
P0752,49.657,121.582,1.192,33.149,1.715,0.5142,74.811,196.899,0,0
P0753,49.748,121.707,1.978,40.481,3.012,0.548,71.926,181.715,1,1
P0754,49.002,116.69,2.609,43.906,1.717,0.6039,78.851,185.949,1,1
P0755,49.861,119.073,1.449,36.449,1.586,0.5742,73.84,209.73,0,0
P0756,50.252,120.857,2.054,41.366,3.983,0.5257,47.965,151.567,1,3
P0757,49.873,118.532,1.454,33.459,1.571,0.5668,76.042,208.593,0,0
P0758,51.286,119.213,1.42,45.306,2.037,0.5206,54.375,184.2,1,1
P0759,49.732,121.235,1.31,33.959,1.158,0.5226,71.175,195.158,0,0
P0760,49.797,120.256,1.788,39.959,2.361,0.4816,35.636,152.719,1,3
P0761,50.131,110.115,2.126,39.172,3.605,0.5816,77.771,171.749,1,2
P0762,49.824,115.257,2.669,38.161,3.039,0.4795,66.639,148.863,1,2
P0763,49.618,115.245,1.899,38.858,4.215,0.5487,60.855,200.639,1,4
P0764,49.973,117.673,1.744,35.071,1.664,0.4964,79.796,207.065,0,0
P0765,50.365,122.882,1.764,37.473,3.126,0.662,64.603,173.769,1,3
P0766,49.862,120.322,1.332,39.467,1.478,0.5989,77.392,207.65,0,0
P0767,49.748,120.139,0.895,39.741,1.683,0.5129,80.11,209.402,0,0
P0768,49.275,115.34,2.061,54.275,4.334,0.6503,59.109,190.675,1,4
P0769,49.992,120.281,1.324,38.803,1.75,0.5242,70.627,209.3,0,0
P0770,49.485,119.332,1.886,48.086,3.232,0.6331,55.879,187.962,1,3
P0771,49.979,123.066,1.372,36.061,1.179,0.4953,70.199,207.028,0,0
P0772,50.084,118.244,1.617,30.069,1.276,0.4971,78.107,204.445,0,0
P0773,50.175,120.364,1.149,34.158,1.501,0.5331,79.086,212.629,0,0
P0774,50.173,116.686,1.895,30.775,2.644,0.5746,54.175,186.368,1,3
P0775,50.39,112.775,1.428,29.791,0.842,0.4811,-25.829,204.346,1,1
P0776,50.321,126.126,0.983,36.767,3.585,0.6459,42.501,144.898,1,3
P0777,50.349,122.658,2.305,34.758,3.489,0.6706,57.687,196.038,1,2
P0778,50.341,118.685,1.477,34.314,1.561,0.4994,75.167,205.355,0,0
P0779,49.608,118.586,1.292,39.086,1.796,0.5791,79.779,217.305,0,0
P0780,50.025,118.368,1.42,34.796,1.866,0.5289,73.306,208.834,0,0
P0781,50.139,116.799,1.264,35.63,1.815,0.5463,77.404,215.348,0,0
P0782,49.942,122.841,1.195,36.23,2.133,0.4673,75.283,207.546,0,0
P0783,50.185,116.641,1.933,38.621,1.56,0.6048,55.417,182.839,1,3
P0784,50.144,120.824,1.461,33.813,1.568,0.5139,72.831,201.565,0,0
P0785,50.2,117.615,1.35,33.506,1.861,0.5196,70.466,203.98,0,0
P0786,49.849,118.212,1.254,32.547,1.163,0.5227,77.848,207.839,0,0
P0787,50.059,NaN,1.049,28.509,1.362,0.4957,84.623,211.538,0,0
P0788,49.743,118.731,2.072,43.564,0.533,0.4906,65.747,193.383,1,2
P0789,50.278,120.987,1.026,32.593,1.506,0.5431,80.685,202.731,0,0
P0790,50.1,119.465,1.294,29.532,2.258,0.6789,54.801,182.76,1,3
P0791,49.594,122.102,1.944,45.939,3.2,0.5759,60.834,151.04,1,3
P0792,50.174,122.005,1.43,29.626,1.544,0.5659,74.887,205.268,0,0
P0793,49.917,120.61,1.665,44.591,3.107,0.5994,73.872,171.436,1,4
P0794,50.584,124.173,2.29,38.074,1.606,0.6464,NaN,182.78,1,3
P0795,50.398,123.474,2.521,34.111,4.728,0.6922,49.879,198.6,1,3
P0796,49.79,118.643,1.902,37.313,2.995,0.5837,40.006,144.77,1,3
P0797,49.875,NaN,1.494,35.786,1.594,0.504,77.943,205.841,0,0
P0798,50.02,120.059,1.141,35.521,1.967,0.4737,75.685,190.434,0,0
P0799,NaN,115.421,1.625,39.652,2.97,0.5904,71.154,179.052,1,1
P0800,49.984,122,2.002,33.18,4.517,0.5663,53.002,193.98,1,2
P0801,49.696,123.577,1.215,45.766,3.416,0.6575,45.473,171.197,1,4
P0802,50.025,120.223,1.587,31.067,1.798,0.5551,73.366,212.187,0,0
P0803,50.145,123.163,1.237,34.645,1.715,0.5653,74.46,201.943,0,0
P0804,49.991,121.395,0.989,45.836,1.195,0.4809,73.906,200.032,0,0
P0805,49.927,120.916,1.242,38.846,1.662,0.5543,74.727,197.803,0,0
P0806,49.902,120.871,3.323,30.815,2.367,0.7597,70.979,160.674,1,2
P0807,50.103,118.03,1.273,34.405,1.896,0.5114,74.954,213.335,0,0
P0808,50.215,122.088,1.415,36.284,1.837,0.4947,77.764,214.477,0,0
P0809,NaN,121.555,1.525,34.311,2.204,0.5345,78.844,199.197,0,0
P0810,50.161,117.204,1.036,32.282,1.632,0.5217,77.346,203.977,0,0
P0811,49.762,119.821,1.178,31.259,1.208,0.4987,80.533,206.447,0,0
P0812,50.061,128.427,2.573,29.587,2.425,0.6843,55.803,189.129,1,2
P0813,50.174,122.557,1.322,32.718,1.741,0.5041,72.301,219.101,0,0
P0814,50.062,120.29,1.467,32.069,1.665,0.562,80.215,205.572,0,0
P0815,49.747,123.237,1.622,36.261,1.55,0.5667,49.61,181.072,1,3
P0816,49.742,121.651,3.427,38.44,2.918,0.596,74.267,163.588,1,2
P0817,49.937,112.841,2.218,46.007,2.884,0.5467,70.555,184.77,1,1
P0818,49.569,111.818,2.161,44.29,2.805,0.504,67.031,193.092,1,4
P0819,49.79,120.04,1.602,34.922,2.772,0.5915,60.846,198.778,1,1
P0820,50.1,119.362,NaN,35.56,1.341,0.5367,74.525,200.164,0,0
P0821,49.976,122.911,2.27,38.026,2.02,0.4858,42.608,195.41,1,2
P0822,50.083,119.971,1.238,29.552,1.269,0.5186,73.896,211.353,0,0
P0823,50.092,123.534,1.67,40.869,3.245,0.7444,58.413,169.77,1,3
P0824,49.848,122.671,1.147,37.346,1.845,0.4587,70.549,206.313,0,0
P0825,NaN,121.323,2.179,35.87,1.16,0.4983,74.158,200.471,1,1
P0826,50.145,124.405,2.394,42.459,2.883,0.6474,68.198,193.939,1,1
P0827,50.4,121.896,1.46,33.338,1.386,0.5657,75.903,205.625,0,0
P0828,50.159,117.608,1.409,35.938,1.524,0.4769,73.857,210.857,0,0
P0829,50.035,120.448,1.404,33.569,2.008,0.5316,74.446,193.372,0,0
P0830,50.141,122.915,1.685,35.882,3.574,0.6234,70.2,204.195,1,1
P0831,50.39,120.866,2.294,40.191,1.833,0.613,58.879,196.088,1,2
P0832,49.537,122.171,1.472,30.418,3.527,0.6239,57.376,181.735,1,4
P0833,50.036,115.175,1.047,32.228,1.933,0.475,74.679,203.976,0,0
P0834,49.805,125.065,2.345,51.697,4.401,0.5628,53.739,192.071,1,4
P0835,49.803,117.292,1.475,37.216,3.059,0.6109,NaN,191.979,1,1
P0836,49.767,117.383,1.771,38.204,0.647,0.5827,78.339,187.989,0,0
P0837,49.938,121.172,1.101,36.014,2.249,0.5481,74.21,205.795,0,0
P0838,50.226,119.257,0.979,31.642,1.506,0.5452,75.838,206.738,0,0
P0839,50.161,126.703,3.256,39.091,3.15,0.6428,73.354,186.066,1,2
P0840,50.169,116.42,2.952,46.061,1.923,0.5206,84.19,183.014,1,1
P0841,49.874,119.839,0.943,30.84,1.801,0.5691,74.963,212.746,0,0
P0842,50.074,122.177,1.582,35.083,1.638,0.5245,83.553,201.942,0,0
P0843,49.633,117.033,0.883,45.453,3.842,0.5626,65.277,158.966,1,4
P0844,49.688,117.687,1.801,22.851,2.849,0.7385,70.925,179.689,1,1
P0845,50.982,118.514,1.488,42.313,3.093,0.5839,56.522,188.987,1,1
P0846,50.026,116.198,1.346,29.946,1.662,0.5416,72.156,213.069,0,0
P0847,49.78,120.684,1.214,33.986,2.088,0.5202,81.72,209.152,0,0
P0848,49.765,125.731,2.112,37.196,2.964,0.5773,56.662,208.112,1,1
P0849,49.857,121.042,1.884,50.001,3.447,0.5668,46.03,180.646,1,3
P0850,49.95,121.304,1.275,31.724,1.768,0.5526,76.975,210.273,0,0
P0851,50.134,120.782,1.32,37.446,1.029,0.501,79.893,207.176,0,0
P0852,49.888,121.976,NaN,31.605,3.384,0.6672,69.011,189.235,1,3
P0853,49.662,123.89,1.94,47.461,2.021,0.5603,57.152,190.553,1,1
P0854,50.749,116.758,1.288,27.082,3.723,0.4898,63.702,192.348,1,1
P0855,50.141,118.971,2.178,44.805,2.448,0.6323,49.499,186.791,1,3
P0856,50.276,124.331,1.105,35.306,1.668,0.5043,69.653,203.628,0,0
P0857,49.788,120.611,1.564,50.327,3.13,0.6247,54.375,199.489,1,4
P0858,49.898,125.325,1.278,35.896,2.072,0.5509,62.468,187.021,1,1
P0859,50.017,119.165,1.259,31.319,1.636,0.4832,76.038,197.868,0,0
P0860,50.112,121.029,1.392,32.14,0.968,0.498,75.84,211.603,0,0
P0861,50.222,118.735,1.944,38.908,2.973,0.6526,53.104,180.007,1,2
P0862,49.834,122.797,2.467,38.753,4.9,0.672,70.311,187.094,1,4
P0863,50.033,122.222,1.237,32.886,2.035,0.5347,75.935,202.334,0,0
P0864,50.044,116.327,1.744,46.422,4.566,NaN,54.137,192.678,1,4
P0865,50.023,119.017,1.236,27.082,1.564,0.5508,70.035,205.829,0,0
P0866,49.892,119.539,1.18,32.984,1.816,0.518,74.139,205.136,0,0
P0867,49.947,123.036,2.972,43.583,3.292,0.4926,67.694,164.778,1,2
P0868,50.114,120.676,1.26,40.148,1.386,0.5503,78.017,210.426,0,0
P0869,50.115,119.324,1.358,35.044,1.411,0.5216,78.572,212.542,0,0
P0870,49.865,116.122,1.672,37.083,2.399,0.6187,63.629,202.947,1,4
P0871,50.11,124.352,2.575,46.767,1.854,0.4864,64.138,165.599,1,2
P0872,51.246,125.187,0.957,45.027,2.66,0.6093,53.263,217.859,1,1
P0873,49.252,NaN,1.948,29.201,1.99,0.7152,57.034,181.185,1,1
P0874,49.971,122.419,1.221,27.99,2.129,0.5502,80.681,209.771,0,0
P0875,49.711,114.536,1.662,47.537,3.93,0.6973,61.517,203.954,1,4
P0876,50.377,122.271,1.915,34.17,2.366,0.5648,41.009,189.442,1,3
P0877,50.023,118.138,1.271,32.901,1.369,0.5397,74.71,201.996,0,0
P0878,50.166,121.394,1.365,37.554,1.965,0.4989,73.613,205.143,0,0
P0879,50.128,115.096,1.722,53.681,3.101,0.6481,54.937,182.065,1,4
P0880,49.865,120.231,1.55,49.54,2.991,0.6209,77.769,172.818,1,4
P0881,50.267,118.517,0.93,NaN,1.8,0.4876,76.225,208.936,0,0
P0882,50.238,114.469,1.419,37.836,1.934,0.5088,75.875,208.629,0,0
P0883,50.052,119.957,1.34,34.108,1.844,0.5072,76.889,191.377,0,0
P0884,49.662,121.292,2.229,31.015,2.069,0.645,NaN,181.082,1,2
P0885,49.906,119.061,1.035,31.691,2.006,0.4806,71.689,198.962,0,0
P0886,49.867,121.437,1.089,37.986,1.527,0.4833,77.217,201.81,0,0
P0887,49.983,122.098,1.392,36.332,1.405,0.4958,76.068,199.927,0,0
P0888,50.014,119.45,1.446,31.701,1.711,0.483,74.685,209.797,0,0
P0889,49.786,121.34,2.656,28.389,2.1,0.5952,63.699,194.94,1,2
P0890,49.785,111.275,1.529,48.451,3.877,0.5368,63.479,159.426,1,4
P0891,50.41,117.101,2.443,35.14,4.246,0.6007,67.862,173.365,1,4
P0892,49.512,122.705,2.503,31.633,2.298,0.5722,67.425,200.268,1,2
P0893,50.135,120.385,0.958,30.91,1.702,0.4573,80.579,209.683,0,0
P0894,50.19,123.752,1.102,30.431,1.98,0.4844,76.249,199.961,0,0
P0895,50.373,123.731,2.487,33.253,3.641,0.6613,71.895,168.707,1,1
P0896,49.676,118.783,2.11,39.526,3.461,0.6298,45.099,170.041,1,3
P0897,49.83,118.685,1.46,51.261,3.384,0.6369,72.903,164.367,1,4
P0898,50.104,120.002,2.119,46.284,3.918,0.5163,64.672,192.907,1,4
P0899,49.404,115.124,1.742,41.007,2.203,0.6346,62.734,191.162,1,1
P0900,50.92,115.158,2.458,45.867,2.684,0.6275,75.642,174.779,1,1
P0901,50.034,124.387,2.84,44.819,4.08,0.5371,80.155,179.013,1,4
P0902,49.81,116.54,3.194,35.087,3.442,0.6488,72.987,192.653,1,2
P0903,49.762,120.859,1.463,34.596,1.515,0.551,77.316,204.053,0,0
P0904,50.047,122.154,1.395,33.174,1.705,0.5811,83.534,199.153,0,0
P0905,50.199,121.221,1.259,30.925,1.617,0.5905,63.837,193.277,0,0
P0906,50.008,120.266,1.518,35.581,1.389,0.4973,70.525,206.386,0,0
P0907,50.09,114.753,2.653,37.024,4.48,0.6559,65.026,208.897,1,2
P0908,49.847,NaN,1.581,30.511,2.125,0.5401,77.263,204.676,1,1
P0909,50.367,121.173,1.139,33.92,1.329,0.4845,72.055,200.987,0,0
P0910,50.697,119.484,1.703,42.872,4.177,0.4985,53.942,217.044,1,4
P0911,50.386,114.384,1.051,42.695,3.915,0.4602,67.803,196.944,1,4
P0912,50.535,119.375,2.5,32.015,3.405,0.5874,62.409,176.499,1,1
P0913,NaN,120.347,1.251,37.372,1.825,0.5264,71.249,211.804,0,0
P0914,50.316,123.796,1.112,46.82,4.383,0.8267,66.949,214.565,1,4
P0915,49.741,122.042,1.334,32.018,1.79,0.534,72.788,212.521,0,0
P0916,49.759,120.881,1.455,35.085,1.604,0.535,76.281,218.713,0,0
P0917,50.029,118.905,0.843,29.126,1.739,0.5086,78.214,191.635,0,0
P0918,49.822,121.109,1.383,34.789,1.41,0.5131,77.896,212.707,0,0
P0919,49.908,118.979,1.166,32.276,1.807,0.5214,76.046,208.344,0,0
P0920,49.988,117.446,1.171,36.322,1.936,0.5546,74.149,215.055,0,0
P0921,49.972,117.606,1.675,31.644,1.369,0.6152,79.845,205.683,0,0
P0922,50.35,111.745,2.016,53.998,3.239,0.6764,78.59,171.145,1,4
P0923,49.955,120.38,1.154,38.927,1.319,0.5059,75.925,216.455,0,0
P0924,49.929,115.739,2.372,31.641,3.498,0.6488,71.295,171.725,1,2
P0925,50.163,119.533,0.903,35.961,2.121,0.4636,79.588,204.532,0,0
P0926,49.913,121.664,1.214,34.212,1.796,0.5081,74.244,212.183,0,0
P0927,49.814,117.11,1.261,31.163,1.55,0.5137,72.208,199.408,0,0
P0928,50.272,116.831,1.235,47.818,4.147,0.6239,69.242,183.719,1,4
P0929,50.338,119.738,1.1,45.294,5.155,0.7012,51.126,88.307,1,4
P0930,49.856,120.425,2.975,35.873,2.93,0.6669,60.547,213.935,1,3
P0931,49.904,119.74,1.288,36.862,1.699,0.5242,71.26,203.455,0,0
P0932,NaN,121.728,1.243,37.027,2.438,0.533,72.76,202.346,0,0
P0933,49.756,121.375,2.09,NaN,1.672,0.5814,62.54,171.246,1,3
P0934,49.281,118.255,2.094,44.977,3.324,0.6761,74.97,178.812,1,1
P0935,49.787,116.465,1.219,36.098,1.337,0.5685,71.465,209.083,0,0
P0936,50.116,118.124,2.255,46.268,3.195,0.5097,57.043,214.58,1,4
P0937,50.043,122.129,0.966,33.815,1.455,0.5193,80.958,215.806,0,0
P0938,49.085,108.686,1.375,46.033,0.744,0.6374,65.694,158.442,1,1
P0939,50.277,124.128,2.263,40.206,4.187,0.6644,50.425,204.806,1,4
P0940,49.459,113.339,2.158,39.551,2.303,0.5698,53.805,200.275,1,1
P0941,49.975,116.778,1.462,30.828,1.556,0.5415,NaN,220.998,0,0
P0942,49.929,118.112,1.054,31.16,1.819,0.4744,70.99,197.795,0,0
P0943,50.206,118.778,1.079,34.24,1.152,0.5444,71.174,208.462,0,0
P0944,50.129,121.531,1.422,30.682,1.654,0.5083,82.96,214.496,0,0
P0945,49.829,113.537,2.068,40.395,2.069,0.7024,51.503,181.3,1,3
P0946,49.48,120.618,2.044,44.892,1.97,0.7404,46.111,180.537,1,3
P0947,49.865,122.372,1.9,38.986,3.605,0.5566,66.119,185.694,1,4
P0948,49.954,119.818,1.016,35.753,1.8,0.5172,74.928,203.246,0,0
P0949,49.992,120.077,1.145,37.87,1.917,0.5255,75.1,207.911,0,0
P0950,50.297,119.567,1.16,35.316,1.685,0.5069,80.244,208.198,0,0
P0951,49.407,125.366,1.532,49.09,2.182,0.6158,52.558,199.082,1,1
P0952,50.636,126.43,1.726,39.405,1.902,0.6638,65.779,186.444,1,1
P0953,50.128,117.883,1.726,39.167,2.715,0.5777,72.181,195.381,1,4
P0954,49.868,124.569,3.296,34.907,2.94,0.4567,64.202,233.623,1,2
P0955,50.678,120.944,1.413,52.507,3.707,0.6609,74.436,193.558,1,4
P0956,50.529,119.419,1.054,32.251,1.975,0.505,71.846,194.627,0,0
P0957,49.818,119.18,1.395,32.054,1.542,0.5721,77.504,211.802,0,0
P0958,50.067,122.047,2.237,39.245,1.911,0.5221,45.103,157.876,1,3
P0959,50.29,119.982,1.248,32.339,1.871,0.4616,73.931,210.565,0,0
P0960,49.774,112.479,1.749,28.76,2.32,0.6423,63.584,199.889,1,1
P0961,49.916,122.469,1.244,37.97,2.25,0.5695,74.296,206.862,0,0
P0962,50.246,121.149,1.597,33.995,1.849,0.5372,82.238,215.528,0,0
P0963,50.3,118.531,1.6,51.813,3.051,0.6898,74.986,195.536,1,4
P0964,NaN,119.082,1.741,35.853,0.893,0.7122,35.669,161.703,1,3
P0965,NaN,122.533,1.626,NaN,4.766,0.6843,64.92,209.875,1,4
P0966,50.106,122.029,1.616,36.343,1.627,0.5614,77.793,212.258,0,0
P0967,49.958,123.946,0.998,35.823,1.406,0.5106,77.784,203.125,0,0
P0968,51.063,122.958,2.195,40.265,2.608,0.7104,57.116,170.501,1,1
P0969,49.471,124.227,2.496,36.699,2.269,0.6081,58.126,177.197,1,2
P0970,49.994,120.9,1.073,30.119,1.814,0.5964,85.454,205.912,0,0
P0971,50.14,122.749,2.6,41.245,1.632,0.4898,76.864,209.871,1,2
P0972,50.236,122.778,1.28,35.559,2.005,0.4666,76.864,207.384,0,0
P0973,49.726,120.565,1.227,35.203,1.368,0.4876,73.837,210.676,0,0
P0974,49.964,117.727,1.723,32.911,1.65,0.5242,77.591,220.897,0,0
P0975,50.303,116.899,1.39,45.047,-4.07,0.7052,51.107,159.45,1,3
P0976,50.014,116.383,1.418,34.951,1.794,0.5555,77.601,217.398,0,0
P0977,49.349,121.235,2.449,39.952,2.182,0.5006,67.418,208.406,1,2
P0978,50.044,115.594,1.85,34.203,2.469,0.5539,56.089,156.834,1,3
P0979,50.078,118,3.112,39.262,3.018,0.6906,48.126,207.283,1,2
P0980,49.643,122.451,0.963,35.43,2.373,0.5668,77.22,203.274,0,0
P0981,50.294,118.334,1.199,34.039,1.394,0.5396,83.267,216.067,0,0
P0982,50.186,122.94,1.104,30.584,1.09,0.5099,73.712,198.168,0,0
P0983,49.744,108.473,1.376,46.856,2.559,0.5837,59.061,169.203,1,1
P0984,50.015,118.766,1.459,30.285,1.602,0.5306,77.997,199.229,0,0
P0985,50.097,119.905,1.067,33.347,1.715,0.5523,77.294,208.016,0,0
P0986,49.944,121.767,1.208,26.56,2.293,0.537,71.455,205.482,0,0
P0987,49.834,119.769,1.105,32.684,1.937,0.4652,NaN,203.353,0,0
P0988,50.251,112.711,2.676,38.754,2.058,0.7794,57.52,155.104,1,2
P0989,50.229,118.826,2.054,37.838,3.208,0.6692,66.844,187.108,1,2
P0990,50.182,116.639,1.557,33.013,1.636,0.4552,72.648,220.849,0,0
P0991,50.36,122.471,2.357,36.129,4.72,0.6432,67.01,169.079,1,4
P0992,49.932,121.607,1.327,31.94,1.401,0.5417,80.106,NaN,0,0
P0993,50.173,117.619,1.299,29.836,1.789,0.5605,77.467,203.739,0,0
P0994,50.029,119.173,1.221,38.453,1.598,0.5061,75.734,207.637,0,0
P0995,49.994,114.826,1.178,37.928,1.68,0.545,75.932,207.528,0,0
P0996,49.667,115.43,1.878,36.005,2.48,0.6842,58.525,191.671,1,1
P0997,49.589,118.792,1.155,38.047,2.897,0.548,63.643,183.866,1,1
P0998,50.042,118.684,1.443,31.922,1.554,NaN,80.695,205.876,0,0
P0999,49.991,115.812,1.399,39.385,3.947,0.4628,53.407,172.404,1,1
P1000,50.225,118.517,2.336,41.388,2.945,0.5361,61.18,189.967,1,2
P1001,49.909,119.544,1.481,29.118,1.629,0.5196,71.335,204.226,0,0
P1002,50.29,114.706,3.002,44.191,2.811,0.4841,60.377,195.744,1,2
P1003,50.214,116.654,1.27,33.668,1.037,0.5282,77.205,211.356,0,0
P1004,50.167,119.301,2.737,52.326,3.644,0.6522,58.374,192.633,1,4
P1005,50.087,119.624,1.088,35.51,1.798,0.525,73.536,206.121,0,0
P1006,50.01,121.136,1.001,34.717,1.555,0.611,80.805,210.271,0,0
P1007,49.804,114.683,2.65,42.417,3.887,0.5784,65.631,214.951,1,4
P1008,49.895,119.223,1.403,39.023,1.864,0.5468,80.156,213.602,0,0
P1009,49.971,120.939,1.504,31.69,0.872,0.516,76.196,203.625,0,0
P1010,50.125,123.389,1.457,41.321,2.291,0.6257,46.311,177.531,1,3
P1011,49.869,120.275,0.88,32.343,1.514,0.5381,80.369,199.231,0,0
P1012,50.209,120.387,1.278,34.339,1.901,0.4743,80.704,210.1,0,0
P1013,50.013,121.73,1.722,30.466,3.582,0.6108,62.469,182.275,1,4
P1014,50.003,123.923,1.638,36.343,2.283,0.55,73.76,202.335,0,0
P1015,50.122,116.821,0.998,32.733,1.628,0.5705,75.07,212.242,0,0
P1016,49.761,120.122,0.906,37.775,2.033,0.4457,72.153,203.421,0,0
P1017,50.081,118.172,1.3,35.065,1.655,0.5418,71.585,202.749,0,0
P1018,50.06,116.912,2.676,42.091,2.225,0.8989,68.796,182.272,1,2
